Province,Centres,Zones,Neighbourhood,Dwelling Type ,Bachelor,1 Bedroom,2 Bedroom,3 Bedroom +,Total,Year,Centre_id,Zone_id,VR_ID
Ont.,Ottawa,Nepean,Knoxdale/Merivale/East College,Row,0.0,0.0,1.4,1.3,1.3,2019,centre21,Zone152,VR_2631
Ont.,Ottawa,Nepean,Knoxdale/Merivale/East College,Apt & Other,2.3,0.4,2.5,3.6,1.9,2019,centre21,Zone152,VR_2632
Ont.,Ottawa,Nepean,Bayshore/Crystal Beach/West College,Row,0.0,0.0,0.0,1.4,1.9,2019,centre21,Zone152,VR_2633
Ont.,Ottawa,Nepean,Bayshore/Crystal Beach/West College,Apt & Other,6.1,5.0,2.2,0.0,3.3,2019,centre21,Zone152,VR_2634
Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,Row,0.0,0.0,0.8,0.0,0.6,2019,centre21,Zone152,VR_2635
Ont.,Ottawa,Nepean,Barrhaven and Rural Nepean,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre21,Zone152,VR_2636
Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,Row,0.0,0.0,0.0,0.0,0.0,2019,centre21,Zone153,VR_2637
Ont.,Ottawa,Western Ottawa Surrounding Areas,Kanata/Stittsville,Apt & Other,0.0,2.1,1.8,0.0,1.9,2019,centre21,Zone153,VR_2638
Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,Row,0.0,0.0,0.0,0.0,0.0,2019,centre21,Zone153,VR_2639
Ont.,Ottawa,Western Ottawa Surrounding Areas,Rural Western Ottawa,Apt & Other,0.0,0.0,5.8,0.0,5.1,2019,centre21,Zone153,VR_2640
Ont.,Ottawa,North Grenville MU,North Grenville MU,Row,0.0,0.0,0.0,0.0,0.0,2019,centre21,Zone154,VR_2641
Ont.,Ottawa,North Grenville MU,North Grenville MU,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre21,Zone154,VR_2642
Ont.,Peterborough,Downtown,Downtown Core,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone93,VR_2643
Ont.,Peterborough,Downtown,Downtown Core,Apt & Other,0.0,2.2,0.9,3.4,1.8,2019,centre22,Zone93,VR_2644
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone93,VR_2645
Ont.,Peterborough,Downtown,Peterborough(Central Excl Downtown Core),Apt & Other,0.0,2.6,3.0,0.0,2.9,2019,centre22,Zone93,VR_2646
Ont.,Peterborough,Remainder of CMA,City Westside,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2647
Ont.,Peterborough,Remainder of CMA,City Westside,Apt & Other,0.0,1.8,1.7,2.1,1.9,2019,centre22,Zone3,VR_2648
Ont.,Peterborough,Remainder of CMA,City East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2649
Ont.,Peterborough,Remainder of CMA,City East,Apt & Other,0.0,0.0,3.1,0.0,4.2,2019,centre22,Zone3,VR_2650
Ont.,Peterborough,Remainder of CMA,City North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2651
Ont.,Peterborough,Remainder of CMA,City North,Apt & Other,0.0,0.0,0.6,0.0,0.4,2019,centre22,Zone3,VR_2652
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2653
Ont.,Peterborough,Remainder of CMA,West of Otonabee River,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2654
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Row,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2655
Ont.,Peterborough,Remainder of CMA,East of Otonabee River,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre22,Zone3,VR_2656
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Row,0.0,0.0,2.1,0.0,5.5,2019,centre23,Zone155,VR_2657
Ont.,Greater Sudbury / Grand Sudbur,Lockerby,Lockerby,Apt & Other,0.0,1.5,1.1,1.4,1.2,2019,centre23,Zone155,VR_2658
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone156,VR_2659
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,Minnow Lake,Apt & Other,1.5,0.0,0.3,0.0,1.0,2019,centre23,Zone156,VR_2660
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Row,0.0,0.0,0.7,0.0,0.6,2019,centre23,Zone156,VR_2661
Ont.,Greater Sudbury / Grand Sudbur,New Sudbury,New Sudbury,Apt & Other,0.0,1.3,1.7,0.0,1.6,2019,centre23,Zone156,VR_2662
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone157,VR_2663
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Kingsmount/Downtown/Bell Park,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone157,VR_2664
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Row,0.0,0.0,0.0,0.0,3.5,2019,centre23,Zone157,VR_2665
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Westend/Copper Cliff,Apt & Other,0.0,0.0,0.0,0.0,5.3,2019,centre23,Zone157,VR_2666
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone157,VR_2667
Ont.,Greater Sudbury / Grand Sudbur,Old Sudbury,Donovan/Flour Mill,Apt & Other,0.0,4.5,0.0,0.0,3.4,2019,centre23,Zone157,VR_2668
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2669
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Nickel Centre/Garson/Coniston,Apt & Other,0.0,0.0,0.0,0.0,0.3,2019,centre23,Zone3,VR_2670
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2671
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Valley East/Capreol,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2672
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2673
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Rayside-Balfour,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2674
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Row,0.0,0.0,0.0,0.0,0.0,2019,centre23,Zone3,VR_2675
Ont.,Greater Sudbury / Grand Sudbur,Remainder of CMA,Onaping Falls/Walden,Apt & Other,0.0,1.0,0.0,0.0,1.4,2019,centre23,Zone3,VR_2676
Ont.,Thunder Bay,North Ward,Lakehead University,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2677
Ont.,Thunder Bay,North Ward,Lakehead University,Apt & Other,0.0,2.7,1.3,0.0,1.7,2019,centre24,Zone158,VR_2678
Ont.,Thunder Bay,North Ward,Downtown/West End,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2679
Ont.,Thunder Bay,North Ward,Downtown/West End,Apt & Other,0.0,5.4,1.4,0.0,3.4,2019,centre24,Zone158,VR_2680
Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2681
Ont.,Thunder Bay,North Ward,College Hts/Grandview/Lakefront,Apt & Other,0.0,5.4,0.0,0.0,4.2,2019,centre24,Zone158,VR_2682
Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2683
Ont.,Thunder Bay,North Ward,Current River/Hudson Heights/Shuniah,Apt & Other,0.0,2.7,2.8,0.0,2.7,2019,centre24,Zone158,VR_2684
Ont.,Thunder Bay,North Ward,Rural North Ward,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2685
Ont.,Thunder Bay,North Ward,Rural North Ward,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone158,VR_2686
Ont.,Thunder Bay,South Ward,East End,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone159,VR_2687
Ont.,Thunder Bay,South Ward,East End,Apt & Other,0.0,0.0,3.4,0.0,5.4,2019,centre24,Zone159,VR_2688
Ont.,Thunder Bay,South Ward,Confederation College,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone159,VR_2689
Ont.,Thunder Bay,South Ward,Confederation College,Apt & Other,4.2,1.1,0.7,0.0,1.2,2019,centre24,Zone159,VR_2690
Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone159,VR_2691
Ont.,Thunder Bay,South Ward,Westfort/Green Acres/Hyde Park,Apt & Other,0.0,4.6,3.6,0.0,4.1,2019,centre24,Zone159,VR_2692
Ont.,Thunder Bay,South Ward,Rural South Ward,Row,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone159,VR_2693
Ont.,Thunder Bay,South Ward,Rural South Ward,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre24,Zone159,VR_2694
Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2695
Ont.,Toronto,Toronto (Central),Waterfront Communities -The Island,Apt & Other,0.0,4.4,0.4,0.0,2.6,2019,centre25,Zone160,VR_2696
Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2697
Ont.,Toronto,Toronto (Central),Moss Park/Regent Park,Apt & Other,1.0,2.1,2.0,0.0,1.8,2019,centre25,Zone160,VR_2698
Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2699
Ont.,Toronto,Toronto (Central),Cabbagetown-S. St. James Town,Apt & Other,0.0,0.9,0.0,0.0,0.0,2019,centre25,Zone160,VR_2700
Ont.,Toronto,Toronto (Central),North St. James Town,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2701
Ont.,Toronto,Toronto (Central),North St. James Town,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2702
Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2703
Ont.,Toronto,Toronto (Central),Church-Yonge Corridor,Apt & Other,1.5,1.4,0.6,0.0,1.3,2019,centre25,Zone160,VR_2704
Ont.,Toronto,Toronto (Central),Bay Street Corridor,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2705
Ont.,Toronto,Toronto (Central),Bay Street Corridor,Apt & Other,3.5,4.8,0.0,9.9,5.4,2019,centre25,Zone160,VR_2706
Ont.,Toronto,Toronto (Central),Kensington-Chinatown,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2707
Ont.,Toronto,Toronto (Central),Kensington-Chinatown,Apt & Other,2.3,2.7,2.7,0.0,2.7,2019,centre25,Zone160,VR_2708
Ont.,Toronto,Toronto (Central),University/Annex,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2709
Ont.,Toronto,Toronto (Central),University/Annex,Apt & Other,1.9,1.7,0.0,0.0,2.4,2019,centre25,Zone160,VR_2710
Ont.,Toronto,Toronto (Central),Rosedale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2711
Ont.,Toronto,Toronto (Central),Rosedale,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone160,VR_2712
Ont.,Toronto,Toronto (East),Riverdale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone161,VR_2713
Ont.,Toronto,Toronto (East),Riverdale,Apt & Other,0.0,1.4,0.5,0.0,0.8,2019,centre25,Zone161,VR_2714
Ont.,Toronto,Toronto (East),The Beaches,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone161,VR_2715
Ont.,Toronto,Toronto (East),The Beaches,Apt & Other,0.7,0.0,0.2,0.0,1.5,2019,centre25,Zone161,VR_2716
Ont.,Toronto,Toronto (East),East End-Danforth,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone161,VR_2717
Ont.,Toronto,Toronto (East),East End-Danforth,Apt & Other,3.2,5.4,2.6,0.0,3.8,2019,centre25,Zone161,VR_2718
Ont.,Toronto,Toronto (East),Woodbine Corridor/Greenwood-Coxwell,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone161,VR_2719
Ont.,Toronto,Toronto (East),Woodbine Corridor/Greenwood-Coxwell,Apt & Other,4.0,0.5,0.0,0.0,0.0,2019,centre25,Zone161,VR_2720
Ont.,Toronto,Toronto (East),Playter Estates-Danforth,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone161,VR_2721
Ont.,Toronto,Toronto (East),Playter Estates-Danforth,Apt & Other,0.0,1.3,0.5,0.0,0.9,2019,centre25,Zone161,VR_2722
Ont.,Toronto,Toronto (North),Moore Park,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2723
Ont.,Toronto,Toronto (North),Moore Park,Apt & Other,0.0,0.8,0.0,0.0,1.1,2019,centre25,Zone162,VR_2724
Ont.,Toronto,Toronto (North),Yonge-St. Clair,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2725
Ont.,Toronto,Toronto (North),Yonge-St. Clair,Apt & Other,1.5,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2726
Ont.,Toronto,Toronto (North),Casa Loma,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2727
Ont.,Toronto,Toronto (North),Casa Loma,Apt & Other,2.1,1.5,1.3,2.9,1.7,2019,centre25,Zone162,VR_2728
Ont.,Toronto,Toronto (North),Forest Hill South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2729
Ont.,Toronto,Toronto (North),Forest Hill South,Apt & Other,0.0,3.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2730
Ont.,Toronto,Toronto (North),Yonge-Eglinton,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2731
Ont.,Toronto,Toronto (North),Yonge-Eglinton,Apt & Other,1.5,0.0,0.0,0.0,1.5,2019,centre25,Zone162,VR_2732
Ont.,Toronto,Toronto (North),Mount Pleasant West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2733
Ont.,Toronto,Toronto (North),Mount Pleasant West,Apt & Other,1.5,1.5,1.6,0.0,1.5,2019,centre25,Zone162,VR_2734
Ont.,Toronto,Toronto (North),Mount Pleasant East,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2735
Ont.,Toronto,Toronto (North),Mount Pleasant East,Apt & Other,0.0,0.9,0.0,0.0,1.8,2019,centre25,Zone162,VR_2736
Ont.,Toronto,Toronto (North),Lawrence Park South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2737
Ont.,Toronto,Toronto (North),Lawrence Park South,Apt & Other,0.0,0.6,0.0,0.0,0.5,2019,centre25,Zone162,VR_2738
Ont.,Toronto,Toronto (North),Lawrence Park North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2739
Ont.,Toronto,Toronto (North),Lawrence Park North,Apt & Other,0.0,0.3,0.0,0.0,0.0,2019,centre25,Zone162,VR_2740
Ont.,Toronto,Toronto (North),Forest Hill North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone162,VR_2741
Ont.,Toronto,Toronto (North),Forest Hill North,Apt & Other,2.5,1.4,1.4,3.2,1.7,2019,centre25,Zone162,VR_2742
Ont.,Toronto,Toronto (West),South Parkdale/King West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2743
Ont.,Toronto,Toronto (West),South Parkdale/King West,Apt & Other,2.7,4.2,1.9,0.0,3.2,2019,centre25,Zone163,VR_2744
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2745
Ont.,Toronto,Toronto (West),Little Italy/Trinity-Bellwoods,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2746
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2747
Ont.,Toronto,Toronto (West),Dufferin Grove/Little Portugal,Apt & Other,3.1,0.0,0.0,0.0,1.2,2019,centre25,Zone163,VR_2748
Ont.,Toronto,Toronto (West),Roncesvalles,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2749
Ont.,Toronto,Toronto (West),Roncesvalles,Apt & Other,0.9,0.4,0.0,0.0,0.0,2019,centre25,Zone163,VR_2750
Ont.,Toronto,Toronto (West),High Park-Swansea,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2751
Ont.,Toronto,Toronto (West),High Park-Swansea,Apt & Other,0.0,0.4,0.0,0.0,0.8,2019,centre25,Zone163,VR_2752
Ont.,Toronto,Toronto (West),High Park North/Junction,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2753
Ont.,Toronto,Toronto (West),High Park North/Junction,Apt & Other,0.0,2.2,2.3,2.6,2.3,2019,centre25,Zone163,VR_2754
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2755
Ont.,Toronto,Toronto (West),Dovercourt/Davenport/Junction,Apt & Other,0.0,0.0,0.2,0.0,0.7,2019,centre25,Zone163,VR_2756
Ont.,Toronto,Toronto (West),Wychwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone163,VR_2757
Ont.,Toronto,Toronto (West),Wychwood,Apt & Other,0.0,0.6,0.3,0.0,0.4,2019,centre25,Zone163,VR_2758
Ont.,Toronto,Etobicoke (South),Mimico,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2759
Ont.,Toronto,Etobicoke (South),Mimico,Apt & Other,4.2,1.8,1.0,0.0,2.0,2019,centre25,Zone164,VR_2760
Ont.,Toronto,Etobicoke (South),New Toronto,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2761
Ont.,Toronto,Etobicoke (South),New Toronto,Apt & Other,0.0,1.2,0.0,0.0,0.0,2019,centre25,Zone164,VR_2762
Ont.,Toronto,Etobicoke (South),Long Branch,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2763
Ont.,Toronto,Etobicoke (South),Long Branch,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2764
Ont.,Toronto,Etobicoke (South),Alderwood,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2765
Ont.,Toronto,Etobicoke (South),Alderwood,Apt & Other,0.0,0.0,0.0,0.0,0.4,2019,centre25,Zone164,VR_2766
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2767
Ont.,Toronto,Etobicoke (South),Islington/City Centre South,Apt & Other,0.0,0.0,0.4,0.0,0.4,2019,centre25,Zone164,VR_2768
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone164,VR_2769
Ont.,Toronto,Etobicoke (South),Stonegate-Queensway,Apt & Other,0.0,1.8,1.0,0.0,1.3,2019,centre25,Zone164,VR_2770
Ont.,Toronto,Etobicoke (Central),Kingsway South,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2771
Ont.,Toronto,Etobicoke (Central),Kingsway South,Apt & Other,0.0,0.0,1.8,0.0,1.4,2019,centre25,Zone165,VR_2772
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2773
Ont.,Toronto,Etobicoke (Central),Islington/City Centre North,Apt & Other,0.5,1.0,1.5,0.5,1.1,2019,centre25,Zone165,VR_2774
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2775
Ont.,Toronto,Etobicoke (Central),Etobicoke West Mall,Apt & Other,0.0,0.3,1.0,0.0,0.9,2019,centre25,Zone165,VR_2776
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2777
Ont.,Toronto,Etobicoke (Central),Eringate-Centennial-West Deane,Apt & Other,0.0,0.0,1.2,0.0,0.7,2019,centre25,Zone165,VR_2778
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2779
Ont.,Toronto,Etobicoke (Central),Princess-Rosethorn,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2780
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2781
Ont.,Toronto,Etobicoke (Central),Edenbridge-Humber Valley,Apt & Other,0.0,1.8,0.4,0.0,0.9,2019,centre25,Zone165,VR_2782
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone165,VR_2783
Ont.,Toronto,Etobicoke (Central),Humber Heights-Westmount,Apt & Other,0.0,0.0,0.2,0.0,0.1,2019,centre25,Zone165,VR_2784
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Row,0.0,0.0,4.2,1.6,2.3,2019,centre25,Zone165,VR_2785
Ont.,Toronto,Etobicoke (Central),Willowridge-Martingrove-Richview,Apt & Other,0.0,0.3,0.8,0.4,0.6,2019,centre25,Zone165,VR_2786
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Row,0.0,0.0,0.0,2.4,1.5,2019,centre25,Zone165,VR_2787
Ont.,Toronto,Etobicoke (Central),Kingsview Village-The Westway,Apt & Other,0.0,1.6,1.0,0.6,1.1,2019,centre25,Zone165,VR_2788
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,VR_2789
Ont.,Toronto,Etobicoke (North),Elms-Old Rexdale,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,VR_2790
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,VR_2791
Ont.,Toronto,Etobicoke (North),Rexdale-Kipling,Apt & Other,0.0,1.1,0.6,0.0,0.6,2019,centre25,Zone166,VR_2792
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Row,0.0,0.0,1.3,0.0,0.4,2019,centre25,Zone166,VR_2793
Ont.,Toronto,Etobicoke (North),West Humber-Clairville,Apt & Other,0.0,0.6,0.0,0.0,0.2,2019,centre25,Zone166,VR_2794
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone166,VR_2795
Ont.,Toronto,Etobicoke (North),Mt Olive-Jamestown etc.,Apt & Other,0.0,2.3,1.0,0.7,1.1,2019,centre25,Zone166,VR_2796
Ont.,Toronto,York,Humewood-Cedarvale,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2797
Ont.,Toronto,York,Humewood-Cedarvale,Apt & Other,1.2,1.8,1.7,0.0,1.9,2019,centre25,Zone167,VR_2798
Ont.,Toronto,York,Oakwood-Vaughan,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2799
Ont.,Toronto,York,Oakwood-Vaughan,Apt & Other,0.0,0.5,0.0,0.0,0.4,2019,centre25,Zone167,VR_2800
Ont.,Toronto,York,Caledonia-Fairbank,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2801
Ont.,Toronto,York,Caledonia-Fairbank,Apt & Other,0.0,1.5,0.0,0.0,1.3,2019,centre25,Zone167,VR_2802
Ont.,Toronto,York,Keelesdale-Eglinton West,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2803
Ont.,Toronto,York,Keelesdale-Eglinton West,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2804
Ont.,Toronto,York,Lambton Baby Point,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2805
Ont.,Toronto,York,Lambton Baby Point,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2806
Ont.,Toronto,York,Rockcliffe-Smythe,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2807
Ont.,Toronto,York,Rockcliffe-Smythe,Apt & Other,0.0,0.3,0.0,0.0,0.8,2019,centre25,Zone167,VR_2808
Ont.,Toronto,York,Mount Dennis,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2809
Ont.,Toronto,York,Mount Dennis,Apt & Other,0.0,1.3,0.0,0.0,0.0,2019,centre25,Zone167,VR_2810
Ont.,Toronto,York,Weston,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2811
Ont.,Toronto,York,Weston,Apt & Other,2.8,1.1,1.0,0.0,1.1,2019,centre25,Zone167,VR_2812
Ont.,Toronto,York,Beechborough-Greenbrook,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2813
Ont.,Toronto,York,Beechborough-Greenbrook,Apt & Other,0.0,1.9,0.4,0.0,1.0,2019,centre25,Zone167,VR_2814
Ont.,Toronto,York,Briar Hill-Belgravia,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone167,VR_2815
Ont.,Toronto,York,Briar Hill-Belgravia,Apt & Other,0.0,1.2,0.8,0.0,1.0,2019,centre25,Zone167,VR_2816
Ont.,Toronto,East York,Broadview North,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,VR_2817
Ont.,Toronto,East York,Broadview North,Apt & Other,1.3,1.6,0.5,0.0,1.3,2019,centre25,Zone168,VR_2818
Ont.,Toronto,East York,Danforth Village-East York,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,VR_2819
Ont.,Toronto,East York,Danforth Village-East York,Apt & Other,0.0,1.4,0.0,0.0,1.5,2019,centre25,Zone168,VR_2820
Ont.,Toronto,East York,Woodbine-Lumsden,Row,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,VR_2821
Ont.,Toronto,East York,Woodbine-Lumsden,Apt & Other,0.0,0.0,0.0,0.0,0.0,2019,centre25,Zone168,VR_2822
